110556, 0,0,0,0,0,0.028,0,0,0,0,0,0.599,0,0.341,0
89370, 0.107,0.251,0,0,0,0,0,0,0,0.534,0,0,0,0,0
89371, 0,0,0.036,0.537,0,0,0,0,0,0,0,0,0.02,0,0
11541, 0.073,0.422,0,0,0,0,0,0,0,0.167,0,0,0,0,0
89374, 0,0,0,0,0.203,0,0,0,0.381,0,0,0,0,0,0.054
89377, 0,0,0,0,0,0.01,0,0,0,0,0,0.723,0,0.141,0
89378, 0,0,0,0,0,0.0,0,0,0,0,0,0.414,0,0.273,0
19399, 0,0,0,0,0.022,0,0,0,0.405,0,0,0,0,0,0.165
19398, 0,0,0.043,0.544,0,0,0,0,0,0,0,0,0.023,0,0
116666, 0,0,0,0,0.041,0,0,0,0.469,0,0,0,0,0,0.129
19395, 0,0,0,0,0.139,0,0,0,0.51,0,0,0,0,0,0.243
19392, 0,0,0,0,0,0.0,0,0,0,0,0,0.828,0,0.077,0
5984, 0,0,0,0,0,0.0,0,0,0,0,0,0.654,0,0.152,0
5985, 0,0,0,0,0.152,0,0,0,0.365,0,0,0,0,0,0.104
103549, 0,0,0,0,0.238,0,0,0,0.413,0,0,0,0,0,0.192
82442, 0,0,0,0,0.032,0,0,0,0.433,0,0,0,0,0,0.048
103543, 0,0,0.076,0.561,0,0,0,0,0,0,0,0,0.07,0,0
116665, 0,0,0.0,0.345,0,0,0,0,0,0,0,0,0.0,0,0
82447, 0,0,0,0,0,0.015,0,0,0,0,0,0.45,0,0.287,0
82446, 0,0,0.055,0.307,0,0,0,0,0,0,0,0,0.062,0,0
82445, 0,0,0.004,0.317,0,0,0,0,0,0,0,0,0.055,0,0
82444, 0.155,0.262,0,0,0,0,0,0,0,0.467,0,0,0,0,0
113011, 0,0,0,0,0.076,0,0,0,0.542,0,0,0,0,0,0.127
82993, 0,0,0.126,0.411,0,0,0,0,0,0,0,0,0.125,0,0
88396, 0,0,0,0,0,0.022,0,0,0,0,0,0.664,0,0.159,0
88391, 0,0,0.048,0.255,0,0,0,0,0,0,0,0,0.044,0,0
82994, 0,0,0.008,0.46,0,0,0,0,0,0,0,0,0.005,0,0
46139, 0,0,0.028,0.318,0,0,0,0,0,0,0,0,0.055,0,0
46138, 0,0,0,0,0.127,0,0,0,0.423,0,0,0,0,0,0.138
46137, 0,0,0,0,0.217,0,0,0,0.301,0,0,0,0,0,0.208
46136, 0,0,0,0,0,0.0,0,0,0,0,0,0.548,0,0.178,0
36708, 0,0,0.085,0.355,0,0,0,0,0,0,0,0,0.062,0,0
46131, 0,0,0.021,0.392,0,0,0,0,0,0,0,0,0.002,0,0
46130, 0,0,0,0,0.328,0,0,0,0.379,0,0,0,0,0,0.084
97158, 0,0,0.018,0.3,0,0,0,0,0,0,0,0,0.01,0,0
53909, 0,0,0,0,0,0.02,0,0,0,0,0,0.421,0,0.193,0
97156, 0,0,0,0,0.052,0,0,0,0.446,0,0,0,0,0,0.109
102814, 0,0,0,0,0,0.023,0,0,0,0,0,0.691,0,0.114,0
19972, 0,0,0,0,0,0.0,0,0,0,0,0,0.504,0,0.3,0
19970, 0,0,0,0,0,0.0,0,0,0,0,0,0.639,0,0.112,0
274, 0.049,0.513,0,0,0,0,0,0,0,0.324,0,0,0,0,0
275, 0,0,0.069,0.372,0,0,0,0,0,0,0,0,0.041,0,0
80599, 0.044,0.357,0,0,0,0,0,0,0,0.376,0,0,0,0,0
278, 0.031,0.52,0,0,0,0,0,0,0,0.397,0,0,0,0,0
279, 0,0,0.002,0.539,0,0,0,0,0,0,0,0,0.018,0,0
19979, 0,0,0,0,0.502,0,0,0,0.442,0,0,0,0,0,0.115
80594, 0,0,0.008,0.579,0,0,0,0,0,0,0,0,0.006,0,0
16700, 0,0,0,0,0.014,0,0,0,0.479,0,0,0,0,0,0.173
16703, 0,0,0,0,0.098,0,0,0,0.498,0,0,0,0,0,0.066
88020, 0,0,0.005,0.489,0,0,0,0,0,0,0,0,0.0,0,0
12019, 0,0,0,0,0,0.004,0,0,0,0,0,0.567,0,0.225,0
12015, 0,0,0,0,0.046,0,0,0,0.413,0,0,0,0,0,0.13
12017, 0,0,0,0,0,0.02,0,0,0,0,0,0.482,0,0.416,0
52468, 0,0,0.0,0.674,0,0,0,0,0,0,0,0,0.0,0,0
96079, 0,0,0.009,0.548,0,0,0,0,0,0,0,0,0.013,0,0
91133, 0,0,0,0,0.198,0,0,0,0.326,0,0,0,0,0,0.229
100013, 0,0,0.069,0.347,0,0,0,0,0,0,0,0,0.066,0,0
119865, 0,0,0,0,0.142,0,0,0,0.443,0,0,0,0,0,0.071
17251, 0,0,0.06,0.654,0,0,0,0,0,0,0,0,0.055,0,0
