inst#,actual,predicted,error
1,?,0.104,?
1,?,0.139,?
1,?,0.015,?
1,?,0.335,?
1,?,0.112,?
1,?,0.141,?
1,?,0.039,?
1,?,0.261,?
1,?,0.044,?
1,?,0.086,?
1,?,0.088,?
1,?,0.088,?
1,?,0.198,?
1,?,0.098,?
1,?,0.074,?
1,?,0.105,?
1,?,0.115,?
1,?,0.24,?
1,?,0.097,?
1,?,0.412,?
1,?,0.088,?
1,?,0.097,?
1,?,0.271,?
1,?,0.168,?
1,?,0.137,?
1,?,0.07,?
1,?,0.062,?
1,?,0.112,?
1,?,0.036,?
1,?,0.117,?
1,?,0.351,?
1,?,0.184,?
1,?,0.022,?
1,?,0.102,?
1,?,0.052,?
1,?,0.071,?
1,?,0.2,?
1,?,0.115,?
1,?,0.053,?
1,?,0.156,?
1,?,0.233,?
1,?,0.092,?
1,?,0.145,?
1,?,0.139,?
1,?,0.115,?
1,?,0.079,?
1,?,0.019,?
1,?,0.035,?
1,?,0.139,?
1,?,0,?
1,?,0.244,?
1,?,0.168,?
1,?,0.174,?
1,?,0.143,?
1,?,0.108,?
1,?,0.085,?
1,?,0.285,?
1,?,0.139,?
1,?,0.107,?
1,?,0.14,?
1,?,0.03,?
1,?,0.217,?
1,?,0.27,?
1,?,0.178,?
1,?,0.262,?
1,?,0.135,?
1,?,0.108,?
1,?,0.076,?
1,?,0.158,?
1,?,0.045,?
1,?,0.139,?
1,?,0.01,?
1,?,0.139,?
1,?,0.01,?
1,?,0.038,?
1,?,0.088,?
1,?,0.124,?
1,?,0.326,?
1,?,0.431,?
1,?,0.142,?
1,?,0.087,?
1,?,0.071,?
1,?,0.21,?
1,?,0.05,?
1,?,0.139,?
1,?,0.31,?
1,?,0.175,?
1,?,0.158,?
1,?,0.202,?
1,?,0.136,?
1,?,0.03,?
1,?,0.338,?
1,?,0.064,?
1,?,0.01,?
1,?,0.183,?
1,?,0.092,?
1,?,0.139,?
1,?,0.146,?
1,?,0.144,?
1,?,0.018,?
1,?,0.259,?
1,?,0.036,?
1,?,0.177,?
1,?,0.28,?
1,?,0.115,?
1,?,0.01,?
1,?,0.082,?
1,?,0.038,?
1,?,0.05,?
1,?,0.081,?
1,?,0.257,?
1,?,0.226,?
1,?,0.129,?
1,?,0.179,?
1,?,0.139,?
1,?,0.113,?
1,?,0.093,?
1,?,0.088,?
1,?,0.028,?
1,?,0.114,?
1,?,0.071,?
1,?,0.104,?
1,?,0.156,?
1,?,0.084,?
1,?,0.129,?
1,?,0.259,?
1,?,0.237,?
1,?,0.022,?
1,?,0.066,?
1,?,0.105,?
1,?,0.02,?
1,?,0.138,?
1,?,0,?
1,?,0.078,?
1,?,0.139,?
1,?,0.128,?
1,?,0.303,?
1,?,0.078,?
1,?,0.222,?
1,?,0.121,?
1,?,0.02,?
1,?,0.07,?
1,?,0.11,?
1,?,0.184,?
1,?,0.117,?
1,?,0.084,?
1,?,0.169,?
1,?,0.269,?
1,?,0.139,?
1,?,0.08,?
1,?,0.114,?
1,?,0.139,?
1,?,0.218,?
1,?,0.181,?
1,?,0.07,?
1,?,0.13,?
1,?,0.109,?
1,?,0.246,?
1,?,0.179,?
1,?,0.312,?
1,?,0.054,?
1,?,0.085,?
1,?,0.073,?
1,?,0.257,?
1,?,0.002,?
1,?,0.079,?
1,?,0.06,?
1,?,0.134,?
1,?,0.072,?
1,?,0.214,?
1,?,0.272,?
1,?,0.1,?
1,?,0.037,?
1,?,0.437,?
1,?,0.373,?
1,?,0.066,?
1,?,0.002,?
1,?,0.09,?
1,?,0.068,?
1,?,0.419,?
1,?,0.112,?
1,?,0.082,?
1,?,0.036,?
1,?,0.062,?
1,?,0.308,?
1,?,0.263,?
1,?,0.133,?
1,?,0.382,?
1,?,0.244,?
1,?,0.232,?
1,?,0.115,?
1,?,0.304,?
1,?,0.052,?
1,?,0.091,?
1,?,0.115,?
1,?,0.148,?
1,?,0.139,?
1,?,0.113,?
1,?,0.47,?
1,?,0.132,?
1,?,0.181,?
1,?,0.103,?
1,?,0.317,?
1,?,0.169,?
1,?,0.139,?
1,?,0.47,?
1,?,0.06,?
1,?,0.039,?
1,?,0.172,?
1,?,0.028,?
1,?,0.327,?
1,?,0.136,?
1,?,0.179,?
1,?,0.049,?
1,?,0.139,?
1,?,0.203,?
1,?,0.15,?
1,?,0.036,?
1,?,0.046,?
1,?,0.112,?
1,?,0.239,?
1,?,0.039,?
1,?,0.133,?
1,?,0.095,?
1,?,0.1,?
1,?,0.117,?
1,?,0.13,?
1,?,0.02,?
1,?,0.216,?
1,?,0.165,?
1,?,0.006,?
1,?,0.137,?
1,?,0.171,?
1,?,0,?
1,?,0.072,?
1,?,0.148,?
1,?,0.113,?
1,?,0.197,?
1,?,0.257,?
1,?,0.097,?
1,?,0.189,?
1,?,0.139,?
1,?,0.344,?
1,?,0.502,?
1,?,0.185,?
1,?,0.021,?
1,?,0.084,?
1,?,0.04,?
1,?,0.122,?
1,?,0.088,?
1,?,0.072,?
1,?,0.094,?
1,?,0.139,?
1,?,0.095,?
1,?,0.256,?
1,?,0.125,?
1,?,0.662,?
