inst#,actual,predicted,error
1,?,0.504,?
1,?,0.589,?
1,?,0.946,?
1,?,0.621,?
1,?,0.449,?
1,?,0.621,?
1,?,0.756,?
1,?,0.301,?
1,?,0.53,?
1,?,0.379,?
1,?,0.512,?
1,?,0.914,?
1,?,0.391,?
1,?,0.662,?
1,?,0.611,?
1,?,0.419,?
1,?,0.579,?
1,?,0.694,?
1,?,0.939,?
1,?,0.912,?
1,?,0.51,?
1,?,0.532,?
1,?,0.526,?
1,?,0.45,?
1,?,0.285,?
1,?,0.506,?
1,?,0.465,?
1,?,0.917,?
1,?,0.905,?
1,?,0.481,?
1,?,0.549,?
1,?,0.424,?
1,?,0.353,?
1,?,0.285,?
1,?,0.574,?
1,?,0.592,?
1,?,0.598,?
1,?,0.718,?
1,?,0.958,?
1,?,0.568,?
1,?,0.413,?
1,?,0.538,?
1,?,0.523,?
1,?,0.379,?
1,?,0.622,?
1,?,0.958,?
1,?,0.478,?
1,?,0.606,?
1,?,0.927,?
1,?,0.514,?
1,?,0.939,?
1,?,0.67,?
1,?,0.538,?
1,?,0.847,?
1,?,0.483,?
1,?,0.596,?
1,?,0.705,?
1,?,0.329,?
1,?,0.391,?
1,?,0.657,?
1,?,0.685,?
1,?,0.69,?
1,?,0.285,?
1,?,0.598,?
1,?,0.452,?
1,?,0.567,?
1,?,0.758,?
1,?,0.76,?
1,?,0.589,?
1,?,0.578,?
1,?,0.549,?
1,?,0.362,?
1,?,0.79,?
1,?,0.43,?
1,?,0.39,?
1,?,0.549,?
1,?,0.495,?
1,?,0.448,?
1,?,0.464,?
1,?,0.4,?
1,?,0.961,?
1,?,0.6,?
1,?,0.295,?
1,?,0.544,?
1,?,0.635,?
1,?,0.441,?
1,?,0.443,?
1,?,0.46,?
1,?,0.629,?
1,?,0.285,?
1,?,0.512,?
1,?,0.967,?
1,?,0.384,?
1,?,0.601,?
1,?,0.482,?
1,?,0.967,?
1,?,0.521,?
1,?,0.942,?
1,?,0.492,?
1,?,0.923,?
1,?,0.42,?
1,?,0.951,?
1,?,0.767,?
1,?,0.721,?
1,?,0.648,?
1,?,0.193,?
1,?,0.375,?
1,?,0.643,?
1,?,0.362,?
1,?,0.755,?
1,?,0.711,?
1,?,0.598,?
1,?,0.943,?
1,?,0.424,?
1,?,0.313,?
1,?,0.759,?
1,?,0.645,?
1,?,0.528,?
1,?,0.637,?
1,?,0.527,?
1,?,0.285,?
1,?,0.285,?
1,?,0.398,?
1,?,0.541,?
1,?,0.285,?
1,?,0.931,?
1,?,0.549,?
1,?,0.684,?
1,?,0.376,?
1,?,0.958,?
1,?,0.594,?
1,?,0.614,?
1,?,0.501,?
1,?,0.729,?
1,?,0.378,?
1,?,0.501,?
1,?,0.289,?
1,?,0.667,?
1,?,0.639,?
1,?,0.499,?
1,?,0.746,?
1,?,0.594,?
1,?,0.967,?
1,?,0.651,?
1,?,0.473,?
1,?,0.295,?
1,?,0.861,?
1,?,0.285,?
1,?,0.363,?
1,?,0.394,?
1,?,0.653,?
1,?,0.474,?
1,?,0.303,?
1,?,0.518,?
1,?,0.554,?
1,?,0.451,?
1,?,0.551,?
