inst#,actual,predicted,error
1,?,0.004,?
1,?,0.02,?
1,?,0,?
1,?,0.007,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.051,?
1,?,0.006,?
1,?,0,?
1,?,0,?
1,?,0.004,?
1,?,0.008,?
1,?,0,?
1,?,0.002,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.004,?
1,?,0.095,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.056,?
1,?,0,?
1,?,0,?
1,?,0.002,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.017,?
1,?,0.032,?
1,?,0.041,?
1,?,0,?
1,?,?,?
1,?,0,?
1,?,0.09,?
1,?,0.02,?
1,?,0,?
1,?,0.103,?
1,?,0,?
1,?,?,?
1,?,0.006,?
1,?,0.02,?
1,?,0.01,?
1,?,0.01,?
1,?,0,?
1,?,0,?
1,?,0.004,?
1,?,0.058,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.004,?
1,?,0.004,?
1,?,0.05,?
1,?,0.037,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.03,?
1,?,0,?
1,?,0.026,?
1,?,0.01,?
1,?,0,?
1,?,0.04,?
1,?,0.006,?
1,?,0.097,?
1,?,0,?
1,?,0.02,?
1,?,0.108,?
1,?,0.008,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.04,?
1,?,0.01,?
1,?,0,?
1,?,0,?
1,?,0.12,?
1,?,?,?
1,?,0.007,?
1,?,0.008,?
1,?,0.096,?
1,?,?,?
1,?,0.035,?
1,?,0,?
1,?,0,?
1,?,0.017,?
1,?,0,?
1,?,0.01,?
1,?,0,?
1,?,0.01,?
1,?,0.037,?
1,?,0,?
1,?,0.005,?
1,?,0.007,?
1,?,0,?
1,?,0,?
1,?,0.007,?
1,?,0.006,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.07,?
1,?,0.01,?
1,?,0.017,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.022,?
1,?,0.017,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.003,?
1,?,0,?
1,?,?,?
1,?,0,?
1,?,0.01,?
1,?,0,?
1,?,0.115,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.064,?
1,?,0.007,?
1,?,0.06,?
1,?,?,?
1,?,0.143,?
1,?,0.02,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0,?
1,?,0.02,?
1,?,0.01,?
1,?,0.004,?
1,?,0.01,?
1,?,0,?
1,?,0,?
1,?,0.015,?
1,?,0.03,?
