inst#,actual,predicted,error
1,?,0.22,?
1,?,0.333,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,0.361,?
1,?,0.143,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,1,?
1,?,0.333,?
1,?,?,?
1,?,0.25,?
1,?,0.25,?
1,?,0.2,?
1,?,?,?
1,?,0.1,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,0.5,?
1,?,?,?
1,?,?,?
1,?,0.188,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,0.2,?
1,?,0.333,?
1,?,0.333,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,0.25,?
1,?,0.545,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,0.636,?
1,?,0.444,?
1,?,0.25,?
1,?,0.25,?
1,?,?,?
1,?,0.333,?
1,?,0.333,?
1,?,?,?
1,?,0.2,?
1,?,0.333,?
1,?,0.333,?
1,?,0.333,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.667,?
1,?,0.333,?
1,?,?,?
1,?,0.299,?
1,?,?,?
1,?,?,?
1,?,0.583,?
1,?,0.333,?
1,?,0.333,?
1,?,0.125,?
1,?,0.167,?
1,?,0.333,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,1,?
1,?,0.333,?
1,?,?,?
1,?,0.143,?
1,?,0.25,?
1,?,0.944,?
1,?,0.2,?
1,?,0.2,?
1,?,0.944,?
1,?,0.333,?
1,?,?,?
1,?,0.333,?
1,?,0.167,?
1,?,?,?
1,?,?,?
1,?,0.286,?
1,?,?,?
1,?,?,?
1,?,0.25,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,1,?
1,?,?,?
1,?,0.25,?
1,?,0.25,?
1,?,?,?
1,?,0.333,?
1,?,0.25,?
1,?,0.333,?
1,?,?,?
1,?,0.1,?
1,?,0.25,?
1,?,1,?
1,?,0.25,?
1,?,0.333,?
1,?,0.2,?
1,?,0.111,?
1,?,0.184,?
1,?,0.25,?
1,?,0.25,?
1,?,0.333,?
1,?,?,?
1,?,0.2,?
1,?,0.333,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.25,?
1,?,0.143,?
1,?,0.157,?
1,?,0.2,?
1,?,0.333,?
1,?,0.167,?
1,?,0.333,?
1,?,1,?
1,?,0.429,?
1,?,?,?
1,?,0.149,?
1,?,0.333,?
1,?,0.358,?
1,?,0.333,?
1,?,0.167,?
1,?,0.333,?
1,?,?,?
1,?,0.25,?
1,?,0.333,?
1,?,0.333,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,0.333,?
1,?,0.333,?
1,?,0.465,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.25,?
1,?,?,?
1,?,0.5,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,0.25,?
1,?,0.333,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,0.583,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,0.333,?
1,?,0.333,?
1,?,0.333,?
1,?,0.25,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,0.25,?
1,?,0.333,?
1,?,?,?
1,?,0.333,?
1,?,0.25,?
1,?,?,?
1,?,0.333,?
1,?,0.25,?
1,?,0.25,?
1,?,0.333,?
1,?,?,?
1,?,0.138,?
1,?,0.25,?
1,?,?,?
1,?,0.333,?
1,?,0.25,?
1,?,0.125,?
1,?,0.143,?
1,?,?,?
1,?,?,?
1,?,0.25,?
1,?,?,?
1,?,1,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,?,?
1,?,0.2,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,0.333,?
1,?,0.333,?
1,?,0.333,?
1,?,?,?
1,?,0.5,?
1,?,0.333,?
1,?,0.202,?
1,?,0.333,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,1,?
1,?,0.41,?
1,?,0.25,?
1,?,0.25,?
1,?,?,?
1,?,0.125,?
1,?,0.333,?
1,?,0.125,?
1,?,0.25,?
1,?,0.25,?
1,?,0.333,?
1,?,?,?
1,?,?,?
1,?,0.199,?
1,?,0.2,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,0.333,?
1,?,?,?
1,?,0.167,?
1,?,0.25,?
1,?,0.111,?
1,?,0.125,?
1,?,?,?
1,?,0.122,?
1,?,0.25,?
1,?,0.167,?
1,?,?,?
1,?,0.333,?
1,?,0.25,?
1,?,?,?
1,?,0.25,?
1,?,0.25,?
1,?,0.333,?
1,?,0.143,?
1,?,?,?
1,?,0.333,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,0.2,?
1,?,0.358,?
1,?,?,?
1,?,?,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,0.167,?
1,?,?,?
1,?,0.75,?
1,?,?,?
1,?,0.556,?
1,?,0.333,?
1,?,0.167,?
1,?,?,?
1,?,0.25,?
1,?,?,?
1,?,0.333,?
1,?,0.333,?
1,?,0.25,?
1,?,0.429,?
1,?,?,?
1,?,0.167,?
1,?,0.25,?
1,?,0.25,?
1,?,0.2,?
1,?,0.333,?
1,?,?,?
1,?,0.4,?
1,?,?,?
1,?,0.25,?
1,?,0.333,?
1,?,0.25,?
1,?,0.143,?
1,?,?,?
1,?,0.333,?
1,?,0.444,?
1,?,0.4,?
1,?,0.2,?
1,?,0.2,?
1,?,0.2,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.25,?
1,?,0.2,?
1,?,0.333,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,0.25,?
1,?,?,?
1,?,0.333,?
1,?,0.25,?
1,?,0.25,?
1,?,0.333,?
1,?,0.538,?
1,?,0.333,?
1,?,0.333,?
1,?,0.333,?
1,?,?,?
1,?,1,?
1,?,0.636,?
1,?,0.25,?
1,?,0.333,?
1,?,0.25,?
1,?,0.167,?
1,?,?,?
1,?,?,?
1,?,0.143,?
1,?,?,?
1,?,0.333,?
1,?,0.583,?
1,?,0.333,?
1,?,0.25,?
1,?,0.2,?
1,?,?,?
1,?,0.333,?
1,?,0.2,?
1,?,?,?
1,?,0.921,?
1,?,0.13,?
1,?,?,?
1,?,0.299,?
1,?,0.25,?
1,?,0.333,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,?,?
1,?,0.2,?
1,?,0.076,?
1,?,0.5,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,1,?
1,?,?,?
1,?,0.25,?
1,?,0.333,?
1,?,0.25,?
1,?,0.25,?
1,?,0.333,?
1,?,0.25,?
1,?,0.6,?
1,?,1,?
1,?,0.299,?
1,?,0.25,?
1,?,0.6,?
1,?,0.333,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,0.167,?
1,?,0.2,?
1,?,0.167,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,0.333,?
1,?,0.333,?
1,?,0.333,?
1,?,0.636,?
1,?,?,?
1,?,0.25,?
1,?,?,?
1,?,0.636,?
1,?,0.4,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.25,?
1,?,0.25,?
1,?,0.333,?
1,?,0.143,?
1,?,0.333,?
1,?,?,?
1,?,0.167,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,0.333,?
1,?,0.333,?
1,?,0.5,?
1,?,?,?
1,?,0.2,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,0.083,?
1,?,?,?
1,?,0.167,?
1,?,0.4,?
1,?,?,?
1,?,0.333,?
1,?,0.327,?
1,?,0.25,?
1,?,0.333,?
1,?,0.333,?
1,?,0.25,?
1,?,0.358,?
1,?,?,?
1,?,0.25,?
1,?,?,?
1,?,0.25,?
1,?,?,?
1,?,0.333,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.171,?
1,?,0.083,?
1,?,?,?
1,?,0.25,?
1,?,0.333,?
1,?,0.111,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.222,?
1,?,0.25,?
1,?,0.25,?
1,?,?,?
1,?,?,?
1,?,0.25,?
1,?,0.333,?
1,?,0.25,?
1,?,0.467,?
1,?,?,?
1,?,0.333,?
1,?,0.125,?
1,?,0.333,?
1,?,0.25,?
1,?,0.333,?
1,?,?,?
1,?,?,?
1,?,0.125,?
1,?,0.333,?
1,?,0.333,?
1,?,0.333,?
1,?,0.167,?
1,?,0.25,?
1,?,?,?
1,?,0.571,?
1,?,0.321,?
1,?,0.333,?
1,?,0.4,?
1,?,0.333,?
1,?,0.167,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,0.333,?
1,?,?,?
1,?,0.333,?
1,?,0.448,?
1,?,?,?
1,?,?,?
1,?,1,?
1,?,0.333,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.333,?
1,?,0.333,?
1,?,?,?
1,?,0.25,?
1,?,0.2,?
1,?,0.138,?
1,?,0.333,?
1,?,0.25,?
1,?,?,?
