inst#,actual,predicted,error
1,?,0.343,?
1,?,?,?
1,?,1,?
1,?,?,?
1,?,0.73,?
1,?,1,?
1,?,0.343,?
1,?,?,?
1,?,0.343,?
1,?,0.343,?
1,?,0.287,?
1,?,0.6,?
1,?,?,?
1,?,0.343,?
1,?,0.393,?
1,?,0.351,?
1,?,1,?
1,?,0.73,?
1,?,1,?
1,?,0.393,?
1,?,?,?
1,?,0.694,?
1,?,0.375,?
1,?,0.267,?
1,?,1,?
1,?,0.532,?
1,?,0.343,?
1,?,0.343,?
1,?,0.671,?
1,?,0.343,?
1,?,0.343,?
1,?,0.875,?
1,?,0.5,?
1,?,0.343,?
1,?,0.758,?
1,?,0.394,?
1,?,?,?
1,?,1,?
1,?,0.343,?
1,?,0.343,?
1,?,?,?
1,?,0.414,?
1,?,0.379,?
1,?,0.386,?
1,?,0.401,?
1,?,0.492,?
1,?,0.343,?
1,?,0.343,?
1,?,?,?
1,?,0.5,?
1,?,0.437,?
1,?,0.343,?
1,?,?,?
1,?,0.463,?
1,?,0.5,?
1,?,0.343,?
1,?,0.343,?
1,?,?,?
1,?,0.5,?
1,?,1,?
1,?,0.343,?
1,?,1,?
1,?,1,?
1,?,0.5,?
1,?,0.694,?
1,?,?,?
1,?,0.433,?
1,?,0.343,?
1,?,1,?
1,?,?,?
1,?,0.343,?
1,?,0.343,?
1,?,1,?
1,?,0.369,?
1,?,0.343,?
1,?,0.639,?
1,?,0.343,?
1,?,1,?
1,?,0.586,?
1,?,0.333,?
1,?,0.336,?
1,?,0.694,?
1,?,0.343,?
1,?,1,?
1,?,0.351,?
1,?,1,?
1,?,0.677,?
1,?,0.222,?
1,?,0.343,?
1,?,0.354,?
1,?,?,?
1,?,0.021,?
1,?,1,?
1,?,0.071,?
1,?,?,?
1,?,0.343,?
1,?,0.98,?
1,?,1,?
1,?,0.794,?
1,?,1,?
1,?,0.479,?
1,?,1,?
1,?,0.457,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,0.336,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,1,?
1,?,0.343,?
1,?,1,?
1,?,0.5,?
1,?,0.343,?
1,?,0.393,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,0.492,?
1,?,0.343,?
1,?,0.343,?
1,?,1,?
1,?,0.813,?
1,?,0.284,?
1,?,0.566,?
1,?,0.343,?
1,?,0.343,?
1,?,0.875,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,?,?
1,?,0.332,?
1,?,0.34,?
1,?,0.343,?
1,?,0.393,?
1,?,0.694,?
1,?,1,?
1,?,0.316,?
1,?,0.343,?
1,?,0.316,?
1,?,0.267,?
1,?,0.343,?
1,?,0.606,?
1,?,0.639,?
1,?,0.393,?
1,?,0.347,?
1,?,0.463,?
1,?,0.343,?
1,?,0.5,?
1,?,0.432,?
1,?,0.343,?
1,?,0.395,?
1,?,0.5,?
1,?,?,?
1,?,0.401,?
1,?,0.731,?
1,?,0.343,?
1,?,1,?
1,?,0.469,?
1,?,0.813,?
1,?,1,?
1,?,0.343,?
1,?,0.205,?
1,?,0.351,?
1,?,0.914,?
1,?,?,?
1,?,0.393,?
1,?,0.639,?
1,?,1,?
1,?,0.623,?
1,?,0.694,?
1,?,0.486,?
1,?,?,?
1,?,0.351,?
1,?,0.343,?
1,?,0.347,?
1,?,0.694,?
1,?,0.343,?
1,?,0.351,?
1,?,0.7,?
1,?,0.316,?
1,?,?,?
1,?,0.343,?
1,?,0.909,?
1,?,0.343,?
1,?,0.396,?
1,?,1,?
1,?,0.627,?
1,?,1,?
1,?,1,?
1,?,?,?
1,?,0.626,?
1,?,0.463,?
1,?,0.343,?
1,?,0.343,?
1,?,0.351,?
1,?,?,?
1,?,0.369,?
1,?,0.343,?
1,?,0.874,?
1,?,0.796,?
1,?,0.343,?
1,?,0.664,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,0.652,?
1,?,0.351,?
1,?,0.343,?
1,?,0.2,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,0.645,?
1,?,0.343,?
1,?,0.9,?
1,?,0.206,?
1,?,0.343,?
1,?,0.504,?
1,?,1,?
1,?,0.56,?
1,?,0.467,?
1,?,1,?
1,?,0.486,?
1,?,0.343,?
1,?,?,?
1,?,?,?
1,?,0.694,?
1,?,0.294,?
1,?,0.343,?
1,?,0.343,?
1,?,0.758,?
1,?,0.343,?
1,?,?,?
1,?,0.694,?
1,?,0.343,?
1,?,?,?
1,?,0.343,?
1,?,0.351,?
1,?,0.278,?
1,?,1,?
1,?,0.45,?
1,?,?,?
1,?,0.343,?
1,?,0.694,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,0.5,?
1,?,0.343,?
1,?,1,?
1,?,0.343,?
1,?,?,?
1,?,0.343,?
1,?,0.553,?
1,?,?,?
1,?,1,?
1,?,0.446,?
1,?,0.351,?
1,?,1,?
1,?,0.343,?
1,?,0.423,?
1,?,0.343,?
1,?,?,?
1,?,0.932,?
1,?,0.559,?
1,?,1,?
1,?,0.073,?
1,?,?,?
1,?,?,?
1,?,0.274,?
1,?,0.343,?
1,?,0.351,?
1,?,0.444,?
1,?,0.694,?
1,?,1,?
1,?,0.072,?
1,?,?,?
1,?,0.5,?
1,?,0.343,?
1,?,1,?
1,?,0.437,?
1,?,?,?
1,?,0.351,?
1,?,0.2,?
1,?,0.343,?
1,?,0.593,?
1,?,0.5,?
1,?,0.343,?
1,?,0.614,?
1,?,0.758,?
1,?,0.343,?
1,?,0.393,?
1,?,1,?
1,?,?,?
1,?,0.343,?
1,?,?,?
1,?,1,?
1,?,0.533,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,0.468,?
1,?,0.532,?
1,?,0.343,?
1,?,0.343,?
1,?,?,?
1,?,0.506,?
1,?,0.343,?
1,?,0.747,?
1,?,0.282,?
1,?,0.1,?
1,?,0.822,?
1,?,1,?
1,?,0.343,?
1,?,1,?
1,?,0.5,?
1,?,1,?
1,?,0.343,?
1,?,0.343,?
1,?,0.351,?
1,?,0.207,?
1,?,0.393,?
1,?,0.423,?
1,?,?,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,0.694,?
1,?,0.375,?
1,?,0.5,?
1,?,0.371,?
1,?,0.984,?
1,?,0.794,?
1,?,0.665,?
1,?,0.351,?
1,?,0.057,?
1,?,0.369,?
1,?,0.47,?
1,?,0.694,?
1,?,0.343,?
1,?,0.694,?
1,?,0.694,?
1,?,?,?
1,?,0.477,?
1,?,0.586,?
1,?,1,?
1,?,0.351,?
1,?,?,?
1,?,1,?
1,?,0.343,?
1,?,0.102,?
1,?,0.5,?
1,?,0.343,?
1,?,1,?
1,?,0.343,?
1,?,0.497,?
1,?,0.343,?
1,?,1,?
1,?,0.5,?
1,?,0.694,?
1,?,0.333,?
1,?,1,?
1,?,0.343,?
1,?,0.316,?
1,?,?,?
1,?,0.343,?
1,?,0.694,?
1,?,0.48,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,1,?
1,?,0.9,?
1,?,0.796,?
1,?,0.694,?
1,?,0.393,?
1,?,?,?
1,?,0.343,?
1,?,0.343,?
1,?,0.351,?
1,?,0.343,?
1,?,0.362,?
1,?,0.343,?
1,?,0.316,?
1,?,0.694,?
1,?,0.48,?
1,?,0.524,?
1,?,0.316,?
1,?,?,?
1,?,0.401,?
1,?,0.48,?
1,?,0.351,?
1,?,0.778,?
1,?,0.343,?
1,?,0.343,?
1,?,0.389,?
1,?,0.37,?
1,?,0.343,?
1,?,0.437,?
1,?,?,?
1,?,1,?
1,?,?,?
1,?,1,?
1,?,?,?
1,?,1,?
1,?,0.5,?
1,?,0.343,?
1,?,1,?
1,?,?,?
1,?,0.875,?
1,?,?,?
1,?,0.343,?
1,?,0.5,?
1,?,0.343,?
1,?,0.313,?
1,?,0.347,?
1,?,0.5,?
1,?,0.343,?
1,?,1,?
1,?,0.393,?
1,?,0.56,?
1,?,0.304,?
1,?,1,?
1,?,0.694,?
1,?,0.343,?
1,?,0.394,?
1,?,0.952,?
1,?,0.672,?
1,?,?,?
1,?,0.343,?
1,?,0.351,?
1,?,0.68,?
1,?,0.343,?
1,?,0.694,?
1,?,?,?
1,?,0.337,?
1,?,0.245,?
1,?,0.343,?
1,?,1,?
1,?,0.796,?
1,?,0.343,?
1,?,0.607,?
1,?,0.343,?
1,?,0.364,?
1,?,0.351,?
1,?,1,?
1,?,0.794,?
1,?,0.393,?
1,?,0.492,?
1,?,0.2,?
1,?,0.343,?
1,?,0.316,?
1,?,0.343,?
1,?,1,?
1,?,0.694,?
1,?,0.463,?
1,?,0.61,?
1,?,0.343,?
1,?,0.437,?
1,?,0.477,?
1,?,0.931,?
1,?,0.417,?
1,?,0.351,?
1,?,0.492,?
1,?,1,?
1,?,0.343,?
1,?,0.432,?
1,?,0.351,?
1,?,0.5,?
1,?,1,?
1,?,?,?
1,?,0.096,?
1,?,1,?
1,?,0.351,?
1,?,0.284,?
1,?,0.677,?
1,?,0.343,?
1,?,0.343,?
1,?,0.393,?
1,?,0.351,?
1,?,1,?
1,?,0.371,?
1,?,0.343,?
1,?,0.351,?
1,?,1,?
1,?,1,?
1,?,0.343,?
1,?,?,?
1,?,0.343,?
1,?,0.343,?
1,?,1,?
1,?,0.316,?
1,?,0.977,?
1,?,0.414,?
1,?,0.343,?
1,?,0.369,?
1,?,?,?
1,?,0.343,?
1,?,0.351,?
1,?,0.216,?
1,?,0.343,?
1,?,1,?
1,?,0.343,?
1,?,0.375,?
1,?,0.403,?
1,?,0.803,?
1,?,?,?
1,?,0.343,?
1,?,0.406,?
1,?,0.343,?
1,?,0.3,?
1,?,0.686,?
1,?,1,?
1,?,0.524,?
1,?,0.6,?
1,?,0.486,?
1,?,1,?
1,?,0.36,?
1,?,?,?
1,?,0.347,?
1,?,0.481,?
1,?,0.477,?
1,?,0.343,?
1,?,0.492,?
1,?,0.826,?
1,?,1,?
1,?,0.377,?
1,?,?,?
1,?,1,?
1,?,1,?
1,?,0.351,?
1,?,0.343,?
1,?,0.333,?
1,?,0.25,?
1,?,1,?
1,?,?,?
1,?,0.355,?
1,?,?,?
1,?,0.333,?
1,?,0.341,?
1,?,0.343,?
1,?,0.393,?
1,?,0.343,?
1,?,1,?
1,?,0.343,?
1,?,?,?
1,?,0.758,?
1,?,0.623,?
1,?,0.497,?
1,?,?,?
1,?,0.694,?
1,?,0.343,?
1,?,0.393,?
1,?,?,?
1,?,0.759,?
1,?,0.343,?
1,?,0.343,?
1,?,0.393,?
1,?,0.305,?
1,?,?,?
1,?,0.735,?
1,?,0.813,?
1,?,0.343,?
1,?,0.336,?
1,?,0.59,?
1,?,1,?
1,?,0.343,?
1,?,0.381,?
1,?,0.343,?
1,?,0.351,?
1,?,0.267,?
1,?,0.343,?
1,?,0.315,?
1,?,0.694,?
1,?,0.343,?
1,?,0.606,?
1,?,0.333,?
1,?,0.694,?
1,?,1,?
1,?,0.343,?
1,?,1,?
1,?,1,?
1,?,0.667,?
1,?,0.343,?
1,?,0.343,?
1,?,1,?
1,?,0.73,?
1,?,?,?
1,?,0.343,?
1,?,0.343,?
1,?,1,?
1,?,0.351,?
1,?,0.437,?
1,?,0.351,?
1,?,0.492,?
1,?,0.355,?
1,?,0.316,?
1,?,1,?
1,?,0.343,?
1,?,0.29,?
1,?,0.343,?
1,?,0.393,?
1,?,0.713,?
1,?,0.453,?
1,?,0.343,?
1,?,0.482,?
1,?,1,?
1,?,0.393,?
1,?,0.48,?
1,?,0.735,?
1,?,0.704,?
1,?,0.343,?
1,?,0.694,?
1,?,0.5,?
1,?,0.343,?
1,?,0.394,?
1,?,?,?
1,?,0.427,?
1,?,1,?
1,?,0.694,?
1,?,0.694,?
1,?,0.393,?
1,?,0.316,?
1,?,1,?
1,?,0.483,?
1,?,0.758,?
1,?,0.343,?
1,?,0.343,?
1,?,?,?
1,?,0.694,?
1,?,?,?
1,?,1,?
1,?,1,?
1,?,1,?
1,?,0.343,?
1,?,0.351,?
1,?,1,?
1,?,0.343,?
1,?,0.343,?
1,?,0.343,?
1,?,0.437,?
1,?,0.343,?
1,?,0.366,?
1,?,0.167,?
1,?,0.343,?
1,?,0.343,?
1,?,?,?
1,?,0.351,?
1,?,0.343,?
1,?,0.351,?
1,?,0.343,?
1,?,0.343,?
1,?,1,?
1,?,1,?
1,?,?,?
1,?,0.671,?
1,?,?,?
1,?,0.246,?
1,?,?,?
1,?,0.361,?
1,?,0.343,?
1,?,0.343,?
1,?,1,?
1,?,0.45,?
1,?,0.343,?
1,?,1,?
1,?,0.379,?
1,?,0.463,?
1,?,0.343,?
1,?,0.433,?
1,?,0.685,?
1,?,0.429,?
1,?,0.343,?
1,?,0.694,?
1,?,?,?
1,?,?,?
1,?,1,?
1,?,0.316,?
1,?,1,?
1,?,0.376,?
1,?,?,?
1,?,0.351,?
1,?,0.401,?
1,?,0.343,?
1,?,0.343,?
1,?,0.393,?
1,?,0.361,?
