inst#,actual,predicted,error
1,?,0.668,?
1,?,1,?
1,?,0.306,?
1,?,0.793,?
1,?,0.306,?
1,?,1,?
1,?,0.5,?
1,?,0.607,?
1,?,0.606,?
1,?,0.365,?
1,?,0.306,?
1,?,0.306,?
1,?,?,?
1,?,0.136,?
1,?,0.607,?
1,?,0.592,?
1,?,?,?
1,?,?,?
1,?,0.235,?
1,?,0.8,?
1,?,0.306,?
1,?,0.673,?
1,?,0.306,?
1,?,1,?
1,?,0.5,?
1,?,0.582,?
1,?,0.403,?
1,?,?,?
1,?,0.369,?
1,?,0.306,?
1,?,?,?
1,?,0.306,?
1,?,0.394,?
1,?,0.469,?
1,?,?,?
1,?,1,?
1,?,0.41,?
1,?,0.457,?
1,?,0.327,?
1,?,0.306,?
1,?,0.306,?
1,?,0.525,?
1,?,0.41,?
1,?,0.306,?
1,?,0.422,?
1,?,0.838,?
1,?,1,?
1,?,0.306,?
1,?,0.602,?
1,?,?,?
1,?,0.601,?
1,?,0.606,?
1,?,0.278,?
1,?,0.613,?
1,?,0.559,?
1,?,0.412,?
1,?,0.723,?
1,?,?,?
1,?,0.838,?
1,?,0.278,?
1,?,0.306,?
1,?,0.677,?
1,?,?,?
1,?,0.363,?
1,?,0.306,?
1,?,0.473,?
1,?,0.384,?
1,?,0.306,?
1,?,0.338,?
1,?,0.264,?
1,?,0.235,?
1,?,0.613,?
1,?,0.306,?
1,?,0.953,?
1,?,0.658,?
1,?,0.5,?
1,?,?,?
1,?,0.868,?
1,?,0.915,?
1,?,0.414,?
1,?,0.34,?
1,?,0.333,?
1,?,0.471,?
1,?,?,?
1,?,0.649,?
1,?,0.306,?
1,?,0.489,?
1,?,0.793,?
1,?,0.306,?
1,?,0.539,?
1,?,0.732,?
1,?,0.306,?
1,?,0.306,?
1,?,1,?
1,?,0.306,?
1,?,0.306,?
1,?,0.517,?
1,?,0.306,?
1,?,0.306,?
1,?,?,?
1,?,?,?
1,?,?,?
1,?,0.306,?
1,?,0.306,?
1,?,?,?
1,?,0.41,?
1,?,0.676,?
