inst#,actual,predicted,error
1,?,0.583,?
1,?,1,?
1,?,1,?
1,?,1,?
1,?,0.236,?
1,?,1,?
1,?,0.583,?
1,?,1,?
1,?,0.583,?
1,?,0.583,?
1,?,0.601,?
1,?,0.333,?
1,?,0.788,?
1,?,0.583,?
1,?,0.538,?
1,?,0.571,?
1,?,1,?
1,?,0.236,?
1,?,1,?
1,?,0.538,?
1,?,1,?
1,?,0.5,?
1,?,0.492,?
1,?,0.667,?
1,?,1,?
1,?,0.423,?
1,?,0.583,?
1,?,0.583,?
1,?,0.285,?
1,?,0.583,?
1,?,0.583,?
1,?,0.25,?
1,?,0.894,?
1,?,0.583,?
1,?,0.223,?
1,?,0.533,?
1,?,1,?
1,?,1,?
1,?,0.583,?
1,?,0.583,?
1,?,1,?
1,?,0.549,?
1,?,0.538,?
1,?,0.333,?
1,?,0.5,?
1,?,0.463,?
1,?,0.583,?
1,?,0.583,?
1,?,0.788,?
1,?,0.894,?
1,?,0.5,?
1,?,0.583,?
1,?,1,?
1,?,0.667,?
1,?,1,?
1,?,0.583,?
1,?,0.583,?
1,?,0.792,?
1,?,1,?
1,?,1,?
1,?,0.583,?
1,?,1,?
1,?,?,?
1,?,0.894,?
1,?,0.5,?
1,?,0.869,?
1,?,0.532,?
1,?,0.583,?
1,?,?,?
1,?,1,?
1,?,0.583,?
1,?,0.583,?
1,?,1,?
1,?,0.591,?
1,?,0.583,?
1,?,0.241,?
1,?,0.583,?
1,?,1,?
1,?,0.191,?
1,?,0.794,?
1,?,0.598,?
1,?,0.5,?
1,?,0.583,?
1,?,1,?
1,?,0.571,?
1,?,1,?
1,?,0.291,?
1,?,0.753,?
1,?,0.583,?
1,?,0.507,?
1,?,1,?
1,?,0.924,?
1,?,1,?
1,?,0.886,?
1,?,1,?
1,?,0.583,?
1,?,0.023,?
1,?,1,?
1,?,?,?
1,?,1,?
1,?,0.438,?
1,?,1,?
1,?,0.359,?
1,?,0.583,?
1,?,0.583,?
1,?,0.583,?
1,?,0.583,?
1,?,0.598,?
1,?,0.806,?
1,?,1,?
1,?,0.5,?
1,?,?,?
1,?,0.583,?
1,?,?,?
1,?,0.894,?
1,?,0.583,?
1,?,0.538,?
1,?,0.583,?
1,?,0.583,?
1,?,0.583,?
1,?,0.463,?
1,?,0.583,?
1,?,0.583,?
1,?,1,?
1,?,0.171,?
1,?,0.667,?
1,?,0.402,?
1,?,0.583,?
1,?,0.583,?
1,?,0.25,?
1,?,0.583,?
1,?,0.583,?
1,?,0.583,?
1,?,1,?
1,?,0.615,?
1,?,0.549,?
1,?,0.583,?
1,?,0.538,?
1,?,0.5,?
1,?,1,?
1,?,0.615,?
1,?,0.583,?
1,?,0.615,?
1,?,0.679,?
1,?,0.583,?
1,?,0.667,?
1,?,0.571,?
1,?,0.538,?
1,?,0.75,?
1,?,0.667,?
1,?,0.583,?
1,?,0.894,?
1,?,0.5,?
1,?,0.583,?
1,?,1,?
1,?,1,?
1,?,1,?
1,?,0.5,?
1,?,?,?
1,?,0.583,?
1,?,1,?
1,?,0.667,?
1,?,0.171,?
1,?,?,?
1,?,0.583,?
1,?,0.694,?
1,?,0.571,?
1,?,?,?
1,?,1,?
1,?,0.538,?
1,?,0.334,?
1,?,1,?
1,?,0.332,?
1,?,0.5,?
1,?,0.469,?
1,?,0.593,?
1,?,0.571,?
1,?,0.583,?
1,?,0.75,?
1,?,0.5,?
1,?,0.583,?
1,?,0.571,?
1,?,0.284,?
1,?,0.569,?
1,?,0.792,?
1,?,0.583,?
1,?,?,?
1,?,0.583,?
1,?,0.515,?
1,?,?,?
1,?,0.34,?
1,?,1,?
1,?,1,?
1,?,0.523,?
1,?,0.332,?
1,?,0.667,?
1,?,0.583,?
1,?,0.583,?
1,?,0.571,?
1,?,1,?
1,?,0.591,?
1,?,0.583,?
1,?,0.143,?
1,?,0.333,?
